InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsReturn,TotalSales,Month,PreviousReturns,ReturnProbability
C574026,51014C,"FEATHER PEN,COAL BLACK",-1,2011-11-02 12:26:00,0.39,14606.0,United Kingdom,True,-0.39,11,77,0.998629959339317
C574026,23419,HOME SWEET HOME BOTTLE ,-1,2011-11-02 12:26:00,2.08,14606.0,United Kingdom,True,-2.08,11,78,0.9986353599691465
C574027,23380,PACK OF 12 VINTAGE DOILY TISSUES,-24,2011-11-02 12:32:00,0.39,13394.0,United Kingdom,True,-9.36,11,0,1.0
C574027,22094,RED RETROSPOT TISSUE BOX,-36,2011-11-02 12:32:00,0.39,13394.0,United Kingdom,True,-14.04,11,1,1.0
C574027,84836,ZINC METAL HEART DECORATION,-12,2011-11-02 12:32:00,1.25,13394.0,United Kingdom,True,-15.0,11,2,1.0
C574027,22662,LUNCH BAG DOLLY GIRL DESIGN,-8,2011-11-02 12:32:00,1.65,13394.0,United Kingdom,True,-13.2,11,3,1.0
C574027,35651,VINTAGE BEAD PINK SCARF ,-12,2011-11-02 12:32:00,1.65,13394.0,United Kingdom,True,-19.8,11,4,1.0
C574027,35648,VINTAGE BEAD PINK PURSE ,-24,2011-11-02 12:32:00,0.83,13394.0,United Kingdom,True,-19.92,11,5,1.0
C574027,22303,COFFEE MUG APPLES DESIGN,-36,2011-11-02 12:32:00,2.1,13394.0,United Kingdom,True,-75.60000000000001,11,6,1.0
C574027,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-24,2011-11-02 12:32:00,1.45,13394.0,United Kingdom,True,-34.8,11,7,1.0
C574028,21705,BAG 500g SWIRLY MARBLES,-1,2011-11-02 12:33:00,1.65,14493.0,United Kingdom,True,-1.65,11,0,0.9982534099850704
C574028,22726,ALARM CLOCK BAKELIKE GREEN,-4,2011-11-02 12:33:00,3.75,14493.0,United Kingdom,True,-15.0,11,1,0.9999999999999478
C574030,23236,STORAGE TIN VINTAGE DOILY ,-1,2011-11-02 12:35:00,2.89,13870.0,United Kingdom,True,-2.89,11,2,0.9982654184583536
C574031,POST,POSTAGE,-1,2011-11-02 12:36:00,5.5,13394.0,United Kingdom,True,-5.5,11,8,0.9983000723541471
C574057,23028,DRAWER KNOB CRACKLE GLAZE BLUE,-1,2011-11-02 14:10:00,1.65,14102.0,United Kingdom,True,-1.65,11,0,0.9982534099850704
C574057,22938,CUPCAKE LACE PAPER SET 6,-12,2011-11-02 14:10:00,1.95,14102.0,United Kingdom,True,-23.4,11,1,1.0
C574061,22779,WOODEN OWLS LIGHT GARLAND ,-12,2011-11-02 14:18:00,4.25,12474.0,Germany,True,-51.0,11,30,1.0
C574065,22616,PACK OF 12 LONDON TISSUES ,-12,2011-11-02 14:43:00,0.39,13271.0,United Kingdom,True,-4.68,11,0,1.0
C574065,22615,PACK OF 12 CIRCUS PARADE TISSUES ,-12,2011-11-02 14:43:00,0.39,13271.0,United Kingdom,True,-4.68,11,1,1.0
C574065,22614,PACK OF 12 SPACEBOY TISSUES,-12,2011-11-02 14:43:00,0.39,13271.0,United Kingdom,True,-4.68,11,2,1.0
C574065,22945,CHRISTMAS METAL TAGS ASSORTED ,-24,2011-11-02 14:43:00,0.85,13271.0,United Kingdom,True,-20.4,11,3,1.0
C574065,22944,CHRISTMAS METAL POSTCARD WITH BELLS,-12,2011-11-02 14:43:00,0.39,13271.0,United Kingdom,True,-4.68,11,4,1.0
C574078,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-11-02 16:16:00,4.25,14911.0,EIRE,True,-4.25,11,205,0.9994560279627064
C574078,23427,STOOL HOME SWEET HOME ,-1,2011-11-02 16:16:00,12.5,14911.0,EIRE,True,-12.5,11,206,0.9994598300974392
C574083,22491,PACK OF 12 COLOURED PENCILS,-12,2011-11-02 16:39:00,0.85,15521.0,United Kingdom,True,-10.2,11,13,1.0
C574095,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-03 09:54:00,3.75,12674.0,France,True,-3.75,11,1,0.9989596896543125
C574095,22614,PACK OF 12 SPACEBOY TISSUES,-1,2011-11-03 09:54:00,0.39,12674.0,France,True,-0.39,11,2,0.9989613483624372
C574095,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-11-03 09:54:00,2.95,12674.0,France,True,-2.95,11,3,0.9989658637350352
C574095,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,2011-11-03 09:54:00,4.15,12674.0,France,True,-4.15,11,4,0.9989697061775901
C574095,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2011-11-03 09:54:00,4.15,12674.0,France,True,-4.15,11,5,0.9989729596957124
C574137,23075,PARLOUR CERAMIC WALL HOOK,-10,2011-11-03 11:21:00,4.15,14505.0,United Kingdom,True,-41.5,11,3,1.0
C574238,D,Discount,-1,2011-11-03 12:39:00,11.84,13408.0,United Kingdom,True,-11.84,11,17,0.9983526246980339
C574238,D,Discount,-1,2011-11-03 12:39:00,39.7,13408.0,United Kingdom,True,-39.7,11,18,0.9983790114908494
C574238,D,Discount,-1,2011-11-03 12:39:00,11.59,13408.0,United Kingdom,True,-11.59,11,19,0.9983628154832979
C574248,22486,PLASMATRONIC LAMP,-1,2011-11-03 13:00:00,12.75,13925.0,United Kingdom,True,-12.75,11,3,0.9982788201550991
C574254,M,Manual,-1,2011-11-03 13:44:00,64.11,15527.0,United Kingdom,True,-64.11,11,2,0.998314213411108
C574259,23084,RABBIT NIGHT LIGHT,-45,2011-11-03 13:52:00,1.79,15521.0,United Kingdom,True,-80.55,11,14,1.0
C574261,23325,RUSTIC STRAWBERRY JAM POT SMALL,-6,2011-11-03 14:00:00,1.65,12683.0,France,True,-9.9,11,12,1.0
C574261,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2011-11-03 14:00:00,2.55,12683.0,France,True,-2.55,11,13,0.9989978734738805
C574261,21208,PASTEL COLOUR HONEYCOMB FAN,-5,2011-11-03 14:00:00,0.39,12683.0,France,True,-1.95,11,14,1.0
C574261,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,2011-11-03 14:00:00,8.5,12683.0,France,True,-34.0,11,15,0.9999999999999702
C574261,23169,CLASSIC GLASS COOKIE JAR,-2,2011-11-03 14:00:00,4.15,12683.0,France,True,-8.3,11,16,0.999999691574421
C574261,23236,STORAGE TIN VINTAGE DOILY ,-4,2011-11-03 14:00:00,2.89,12683.0,France,True,-11.56,11,17,0.9999999999999702
C574268,23110,PARISIENNE KEY CABINET ,-1,2011-11-03 14:22:00,5.75,14359.0,United Kingdom,True,-5.75,11,0,0.9982567443487989
C574291,22633,HAND WARMER UNION JACK,-1,2011-11-03 15:19:00,2.1,15290.0,United Kingdom,True,-2.1,11,3,0.998270255385914
C574291,22262,FELT EGG COSY CHICKEN,-1,2011-11-03 15:19:00,0.85,15290.0,United Kingdom,True,-0.85,11,4,0.998274708990653
C574291,22622,BOX OF VINTAGE ALPHABET BLOCKS,-6,2011-11-03 15:19:00,11.95,15290.0,United Kingdom,True,-71.69999999999999,11,5,1.0
C574291,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2011-11-03 15:19:00,4.95,15290.0,United Kingdom,True,-4.95,11,6,0.9982888537716739
C574291,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-11-03 15:19:00,0.55,15290.0,United Kingdom,True,-13.2,11,7,1.0
C574318,22191,IVORY DINER WALL CLOCK,-1,2011-11-03 19:11:00,8.5,16729.0,United Kingdom,True,-8.5,11,6,0.9982916827170683
C574318,21264,WHITE GOOSE FEATHER TREE 60CM ,-6,2011-11-03 19:11:00,1.95,16729.0,United Kingdom,True,-11.7,11,7,1.0
C574322,22423,REGENCY CAKESTAND 3 TIER,-24,2011-11-03 19:42:00,10.95,15482.0,United Kingdom,True,-262.79999999999995,11,7,1.0
C574337,23080,RED METAL BOX TOP SECRET,-4,2011-11-04 10:03:00,8.25,16979.0,United Kingdom,True,-33.0,11,1,0.9999999999999478
C574339,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-4,2011-11-04 10:07:00,4.95,14629.0,United Kingdom,True,-19.8,11,0,0.9999999999999476
C574344,POST,POSTAGE,-1,2011-11-04 10:18:00,262.73,12415.0,Australia,True,-262.73,11,61,0.999240318161356
C574347,23427,STOOL HOME SWEET HOME ,-1,2011-11-04 10:28:00,10.4,12500.0,Germany,True,-10.4,11,2,0.9990057682594302
C574347,23395,BELLE JARDINIERE CUSHION COVER,-3,2011-11-04 10:28:00,3.75,12500.0,Germany,True,-11.25,11,3,0.9999999999039766
C574350,23224,CHERUB HEART DECORATION GOLD,-12,2011-11-04 10:36:00,0.83,16637.0,United Kingdom,True,-9.96,11,0,1.0
C574350,23222,CHRISTMAS TREE HANGING GOLD,-12,2011-11-04 10:36:00,0.83,16637.0,United Kingdom,True,-9.96,11,1,1.0
C574350,23225,CHERUB HEART DECORATION SILVER ,-12,2011-11-04 10:36:00,0.83,16637.0,United Kingdom,True,-9.96,11,2,1.0
C574424,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-1,2011-11-04 11:23:00,2.1,16014.0,United Kingdom,True,-2.1,11,0,0.9982537762626383
C574424,22144,CHRISTMAS CRAFT LITTLE FRIENDS,-2,2011-11-04 11:23:00,2.1,16014.0,United Kingdom,True,-4.2,11,1,0.9999994583413393
C574424,23322,LARGE WHITE HEART OF WICKER,-1,2011-11-04 11:23:00,2.95,16014.0,United Kingdom,True,-2.95,11,2,0.9982654669645734
C574443,23404,HOME SWEET HOME BLACKBOARD,-1,2011-11-04 11:41:00,4.95,13890.0,United Kingdom,True,-4.95,11,2,0.9982670830639645
C574447,POST,POSTAGE,-2,2011-11-04 11:44:00,40.0,12704.0,Finland,True,-80.0,11,0,0.9999996821444539
C574472,22791,T-LIGHT GLASS FLUTED ANTIQUE,-1,2011-11-04 12:01:00,1.25,17690.0,United Kingdom,True,-1.25,11,0,0.9982530843406257
C574472,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-11-04 12:01:00,1.65,17690.0,United Kingdom,True,-8.25,11,1,1.0
C574473,23497,CLASSIC CHROME BICYCLE BELL ,-12,2011-11-04 12:05:00,1.45,15809.0,United Kingdom,True,-17.4,11,0,1.0
C574473,23293,SET OF 12 FAIRY CAKE BAKING CASES,-8,2011-11-04 12:05:00,0.83,15809.0,United Kingdom,True,-6.64,11,1,1.0
C574473,23284,DOORMAT KEEP CALM AND COME IN,-2,2011-11-04 12:05:00,8.25,15809.0,United Kingdom,True,-16.5,11,2,0.9999994616017286
C574473,23234,BISCUIT TIN VINTAGE CHRISTMAS,-6,2011-11-04 12:05:00,2.89,15809.0,United Kingdom,True,-17.34,11,3,1.0
C574473,23084,RABBIT NIGHT LIGHT,-6,2011-11-04 12:05:00,2.08,15809.0,United Kingdom,True,-12.48,11,4,1.0
C574473,22781,GUMBALL MAGAZINE RACK,-2,2011-11-04 12:05:00,7.65,15809.0,United Kingdom,True,-15.3,11,5,0.9999994665419795
C574473,21993,FLORAL FOLK STATIONERY SET,-12,2011-11-04 12:05:00,1.25,15809.0,United Kingdom,True,-15.0,11,6,1.0
C574473,20749,ASSORTED COLOUR MINI CASES,-2,2011-11-04 12:05:00,7.95,15809.0,United Kingdom,True,-15.9,11,7,0.9999994699835191
C574483,22426,ENAMEL WASH BOWL CREAM,-4,2011-11-04 12:48:00,3.75,14359.0,United Kingdom,True,-15.0,11,1,0.9999999999999478
C574486,23118,PARISIENNE JEWELLERY DRAWER ,-2,2011-11-04 12:56:00,7.5,15329.0,United Kingdom,True,-15.0,11,3,0.9999994631156939
C574486,23110,PARISIENNE KEY CABINET ,-2,2011-11-04 12:56:00,5.75,15329.0,United Kingdom,True,-11.5,11,4,0.9999994643753847
C574487,85099B,JUMBO BAG RED RETROSPOT,-1,2011-11-04 12:57:00,2.08,14112.0,United Kingdom,True,-2.08,11,10,0.998308089682003
C574487,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-12,2011-11-04 12:57:00,1.25,14112.0,United Kingdom,True,-15.0,11,11,1.0
C574487,23015,CORDIAL GLASS JUG,-4,2011-11-04 12:57:00,8.25,14112.0,United Kingdom,True,-33.0,11,12,0.9999999999999496
C574488,23470,CARD HOLDER LOVE BIRD LARGE ,-1,2011-11-04 12:58:00,6.25,13050.0,United Kingdom,True,-6.25,11,16,0.9983430977290346
C574489,23485,BOTANICAL GARDENS WALL CLOCK ,-2,2011-11-04 13:03:00,25.0,18219.0,United Kingdom,True,-50.0,11,0,0.9999994624023422
C574492,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-11-04 13:06:00,3.75,16656.0,United Kingdom,True,-3.75,11,6,0.9982878964512235
C574493,23103,JINGLE BELL HEART DECORATION,-3,2011-11-04 13:09:00,1.65,14842.0,United Kingdom,True,-4.949999999999999,11,4,0.9999999998333005
C574493,23117,POPPY FIELDS CHOPPING BOARD,-1,2011-11-04 13:09:00,4.95,14842.0,United Kingdom,True,-4.95,11,5,0.9982834368268175
C574493,23113,PANTRY CHOPPING BOARD,-1,2011-11-04 13:09:00,4.95,14842.0,United Kingdom,True,-4.95,11,6,0.9982888537716739
C574493,23114,VINTAGE LEAF CHOPPING BOARD  ,-2,2011-11-04 13:09:00,4.95,14842.0,United Kingdom,True,-9.9,11,7,0.9999994692406265
C574493,23234,BISCUIT TIN VINTAGE CHRISTMAS,-2,2011-11-04 13:09:00,2.89,14842.0,United Kingdom,True,-5.78,11,8,0.9999994704093016
C574493,23235,STORAGE TIN VINTAGE LEAF,-1,2011-11-04 13:09:00,2.89,14842.0,United Kingdom,True,-2.89,11,9,0.998303374187443
C574493,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-3,2011-11-04 13:09:00,1.25,14842.0,United Kingdom,True,-3.75,11,10,0.9999999998364069
C574493,23375,50'S CHRISTMAS PAPER GIFT BAG,-1,2011-11-04 13:09:00,0.82,14842.0,United Kingdom,True,-0.82,11,11,0.9983124381730827
C574493,22424,ENAMEL BREAD BIN CREAM,-1,2011-11-04 13:09:00,12.75,14842.0,United Kingdom,True,-12.75,11,12,0.9983270920600944
C574494,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-11-04 13:11:00,7.95,15468.0,United Kingdom,True,-7.95,11,4,0.998280408863
C574496,22197,POPCORN HOLDER,-4,2011-11-04 13:13:00,0.85,14156.0,EIRE,True,-3.4,11,12,0.9999999999999698
C574499,23404,HOME SWEET HOME BLACKBOARD,-1,2011-11-04 13:14:00,4.95,14412.0,United Kingdom,True,-4.95,11,0,0.9982560942406005
C574499,21218,RED SPOTTY BISCUIT TIN,-1,2011-11-04 13:14:00,3.75,14412.0,United Kingdom,True,-3.75,11,1,0.9982606247771678
C574500,84946,ANTIQUE SILVER T-LIGHT GLASS,-2,2011-11-04 13:14:00,1.25,15598.0,United Kingdom,True,-2.5,11,1,0.9999994581263375
C574503,23567,EGG CUP HENRIETTA HEN PINK,-1,2011-11-04 13:19:00,1.25,16191.0,United Kingdom,True,-1.25,11,12,0.998318100878873
C574503,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2011-11-04 13:19:00,1.95,16191.0,United Kingdom,True,-1.95,11,13,0.9983239555553529
C574504,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,2011-11-04 13:20:00,3.75,17434.0,United Kingdom,True,-15.0,11,1,0.9999999999999478
C574504,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-11-04 13:20:00,9.95,17434.0,United Kingdom,True,-9.95,11,2,0.9982711167392476
C574504,21408,SPOTTY PINK DUCK DOORSTOP,-2,2011-11-04 13:20:00,4.25,17434.0,United Kingdom,True,-8.5,11,3,0.9999994623004176
C574505,85099B,JUMBO BAG RED RETROSPOT,-1,2011-11-04 13:22:00,2.08,13534.0,United Kingdom,True,-2.08,11,41,0.9984660178141171
C574505,23200,JUMBO BAG PEARS,-1,2011-11-04 13:22:00,2.08,13534.0,United Kingdom,True,-2.08,11,42,0.998470859472152
C574505,23199,JUMBO BAG APPLES,-1,2011-11-04 13:22:00,2.08,13534.0,United Kingdom,True,-2.08,11,43,0.9984756858719489
C574505,47567B,TEA TIME KITCHEN APRON,-1,2011-11-04 13:22:00,5.95,13534.0,United Kingdom,True,-5.95,11,44,0.9984832359381886
C574505,22386,JUMBO BAG PINK POLKADOT,-4,2011-11-04 13:22:00,2.08,13534.0,United Kingdom,True,-8.32,11,45,0.9999999999999545
C574507,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-11-04 13:24:00,2.95,15345.0,United Kingdom,True,-2.95,11,0,0.9982544679110722
C574507,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-11-04 13:24:00,2.95,15345.0,United Kingdom,True,-2.95,11,1,0.998259976113566
C574507,23462,ROCOCO WALL MIRROR WHITE,-1,2011-11-04 13:24:00,19.95,15345.0,United Kingdom,True,-19.95,11,2,0.9982791559928768
C574508,20977,36 PENCILS TUBE WOODLAND,-11,2011-11-04 13:25:00,1.25,16463.0,United Kingdom,True,-13.75,11,2,1.0
C574510,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,2011-11-04 13:25:00,2.95,15110.0,United Kingdom,True,-2.95,11,2,0.9982654669645734
C574510,22114,HOT WATER BOTTLE TEA AND SYMPATHY,-2,2011-11-04 13:25:00,4.25,15110.0,United Kingdom,True,-8.5,11,3,0.9999994623004176
C574512,23085,ANTIQUE SILVER BAUBLE LAMP  ,-6,2011-11-04 13:28:00,10.4,12577.0,France,True,-62.400000000000006,11,0,1.0
C574515,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-11-04 13:38:00,0.85,15159.0,United Kingdom,True,-10.2,11,5,1.0
C574515,79191B,RETRO PLASTIC POLKA TRAY,-12,2011-11-04 13:38:00,0.85,15159.0,United Kingdom,True,-10.2,11,6,1.0
C574515,22187,GREEN CHRISTMAS TREE CARD HOLDER,-1,2011-11-04 13:38:00,1.95,15159.0,United Kingdom,True,-1.95,11,7,0.9982918668906112
C574515,22186,RED STAR CARD HOLDER,-1,2011-11-04 13:38:00,1.95,15159.0,United Kingdom,True,-1.95,11,8,0.9982972572781571
C574515,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-11-04 13:38:00,2.95,15159.0,United Kingdom,True,-2.95,11,9,0.9983034216340644
C574517,22098,BOUDOIR SQUARE TISSUE BOX,-7,2011-11-04 13:40:00,0.39,17109.0,United Kingdom,True,-2.73,11,2,1.0
C574517,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-11-04 13:40:00,4.95,17109.0,United Kingdom,True,-4.95,11,3,0.9982725515269585
C574522,22197,POPCORN HOLDER,-2,2011-11-04 13:51:00,0.85,14292.0,United Kingdom,True,-1.7,11,7,0.9999994682236556
C574524,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-1,2011-11-04 13:53:00,0.19,17841.0,United Kingdom,True,-0.19,11,111,0.9987694935429735
C574524,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,-1,2011-11-04 13:53:00,1.25,17841.0,United Kingdom,True,-1.25,11,112,0.9987739846877407
C574524,22893,MINI CAKE STAND T-LIGHT HOLDER,-6,2011-11-04 13:53:00,0.42,17841.0,United Kingdom,True,-2.52,11,113,1.0
C574524,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-11-04 13:53:00,0.85,17841.0,United Kingdom,True,-0.85,11,114,0.9987814868609702
C574524,22379,RECYCLING BAG RETROSPOT ,-1,2011-11-04 13:53:00,2.1,17841.0,United Kingdom,True,-2.1,11,115,0.9987860418477247
C574524,M,Manual,-1,2011-11-04 13:53:00,12.75,17841.0,United Kingdom,True,-12.75,11,116,0.9987958696447828
C574524,22947,WOODEN ADVENT CALENDAR RED,-2,2011-11-04 13:53:00,7.95,17841.0,United Kingdom,True,-15.9,11,117,0.9999996258576379
C574525,84659A,WHITE TRAVEL ALARM CLOCK,-1,2011-11-04 13:55:00,2.55,17841.0,United Kingdom,True,-2.55,11,118,0.9987977563413315
C574526,22273,FELTCRAFT DOLL MOLLY,-2,2011-11-04 13:57:00,2.95,14567.0,United Kingdom,True,-5.9,11,0,0.9999994568392706
C574527,22112,CHOCOLATE HOT WATER BOTTLE,-24,2011-11-04 13:58:00,4.04,14156.0,EIRE,True,-96.96,11,13,1.0
C574548,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-11-04 15:11:00,2.95,18044.0,United Kingdom,True,-2.95,11,0,0.9982544679110722
C574558,22946,WOODEN ADVENT CALENDAR CREAM,-6,2011-11-04 15:48:00,12.75,15187.0,United Kingdom,True,-76.5,11,1,1.0
C574584,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,-180,2011-11-04 18:11:00,1.0,15482.0,United Kingdom,True,-180.0,11,8,1.0
C574584,82494L,WOODEN FRAME ANTIQUE WHITE ,-48,2011-11-04 18:11:00,2.55,15482.0,United Kingdom,True,-122.4,11,9,1.0
C574584,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-24,2011-11-04 18:11:00,8.15,15482.0,United Kingdom,True,-195.6,11,10,1.0
C574584,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-32,2011-11-04 18:11:00,5.95,15482.0,United Kingdom,True,-190.4,11,11,1.0
C574584,82482,WOODEN PICTURE FRAME WHITE FINISH,-72,2011-11-04 18:11:00,2.55,15482.0,United Kingdom,True,-183.6,11,12,1.0
C574584,72802C,VANILLA SCENT CANDLE JEWELLED BOX,-180,2011-11-04 18:11:00,1.0,15482.0,United Kingdom,True,-180.0,11,13,1.0
C574584,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,-162,2011-11-04 18:11:00,1.0,15482.0,United Kingdom,True,-162.0,11,14,1.0
C574584,22423,REGENCY CAKESTAND 3 TIER,-24,2011-11-04 18:11:00,10.95,15482.0,United Kingdom,True,-262.79999999999995,11,15,1.0
C574584,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-64,2011-11-04 18:11:00,2.75,15482.0,United Kingdom,True,-176.0,11,16,1.0
C574658,22384,LUNCH BAG PINK POLKADOT,-1,2011-11-06 11:44:00,1.65,15426.0,United Kingdom,True,-1.65,11,1,0.9982589215201337
C574658,20728,LUNCH BAG CARS BLUE,-1,2011-11-06 11:44:00,1.65,15426.0,United Kingdom,True,-1.65,11,2,0.9982644156932494
C574658,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2011-11-06 11:44:00,1.65,15426.0,United Kingdom,True,-1.65,11,3,0.9982698925589187
C574658,22383,LUNCH BAG SUKI DESIGN ,-1,2011-11-06 11:44:00,1.65,15426.0,United Kingdom,True,-1.65,11,4,0.9982753521714733
C574658,22534,MAGIC DRAWING SLATE SPACEBOY ,-2,2011-11-06 11:44:00,0.42,15426.0,United Kingdom,True,-0.84,11,5,0.9999994647382019
C574658,22197,POPCORN HOLDER,-3,2011-11-06 11:44:00,0.85,15426.0,United Kingdom,True,-2.55,11,6,0.999999999834291
C574658,21155,RED RETROSPOT PEG BAG,-1,2011-11-06 11:44:00,2.55,15426.0,United Kingdom,True,-2.55,11,7,0.9982923445093619
C574712,23407,SET OF 2 TRAYS HOME SWEET HOME,-1,2011-11-06 14:25:00,9.95,14502.0,United Kingdom,True,-9.95,11,3,0.9982765724953877
C574712,22393,PAPERWEIGHT VINTAGE COLLAGE,-1,2011-11-06 14:25:00,2.55,14502.0,United Kingdom,True,-2.55,11,4,0.9982760754637899
C574712,21539,RED RETROSPOT BUTTER DISH,-1,2011-11-06 14:25:00,4.95,14502.0,United Kingdom,True,-4.95,11,5,0.9982834368268175
C574712,22778,GLASS CLOCHE SMALL,-1,2011-11-06 14:25:00,3.95,14502.0,United Kingdom,True,-3.95,11,6,0.9982880560417533
C574748,20725,LUNCH BAG RED RETROSPOT,-100,2011-11-07 08:41:00,1.45,17107.0,United Kingdom,True,-145.0,11,0,1.0
C574748,22383,LUNCH BAG SUKI DESIGN ,-100,2011-11-07 08:41:00,1.45,17107.0,United Kingdom,True,-145.0,11,1,1.0
C574748,22382,LUNCH BAG SPACEBOY DESIGN ,-100,2011-11-07 08:41:00,1.45,17107.0,United Kingdom,True,-145.0,11,2,1.0
C574753,23404,HOME SWEET HOME BLACKBOARD,-2,2011-11-07 09:20:00,4.95,13924.0,United Kingdom,True,-9.9,11,8,0.9999994709184098
C574753,23227,FILIGREE HEART BUTTERFLY WHITE ,-3,2011-11-07 09:20:00,1.25,13924.0,United Kingdom,True,-3.75,11,9,0.9999999998358882
C574753,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-11-07 09:20:00,4.95,13924.0,United Kingdom,True,-9.9,11,10,0.999999474258082
C574825,22960,JAM MAKING SET WITH JARS,-1,2011-11-07 10:58:00,4.25,16678.0,United Kingdom,True,-4.25,11,2,0.998266517600231
C574825,22900,SET 2 TEA TOWELS I LOVE LONDON ,-12,2011-11-07 10:58:00,3.25,16678.0,United Kingdom,True,-39.0,11,3,1.0
C574828,21535,RED RETROSPOT SMALL MILK JUG,-3,2011-11-07 11:12:00,2.55,16232.0,United Kingdom,True,-7.649999999999999,11,0,0.999999999831247
C574850,23240,SET OF 4 KNICK KNACK TINS DOILY ,-10,2011-11-07 12:03:00,4.15,14702.0,United Kingdom,True,-41.5,11,0,1.0
C574865,POST,POSTAGE,-1,2011-11-07 12:30:00,15.0,12408.0,Belgium,True,-15.0,11,7,0.9989899483026303
C574872,23486,ANTIQUE HEART SHELF UNIT,-2,2011-11-07 13:00:00,14.55,13993.0,United Kingdom,True,-29.1,11,3,0.99999946487997
C574875,POST,POSTAGE,-1,2011-11-07 13:06:00,4.41,16416.0,United Kingdom,True,-4.41,11,0,0.9982556552807553
C574875,23347,I LOVE LONDON BEAKER,-16,2011-11-07 13:06:00,1.25,16416.0,United Kingdom,True,-20.0,11,1,1.0
C574876,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-2,2011-11-07 13:13:00,7.95,14426.0,United Kingdom,True,-15.9,11,36,0.9999995164808047
C574886,23169,CLASSIC GLASS COOKIE JAR,-1,2011-11-07 14:07:00,3.75,14606.0,United Kingdom,True,-3.75,11,79,0.9986407266637273
C574894,23236,STORAGE TIN VINTAGE DOILY ,-1,2011-11-07 14:43:00,2.89,12597.0,Spain,True,-2.89,11,0,0.9989562640262122
C574894,22071,SMALL WHITE RETROSPOT MUG IN BOX ,-3,2011-11-07 14:43:00,3.75,12597.0,Spain,True,-11.25,11,1,0.9999999998995432
C574894,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2011-11-07 14:43:00,2.95,12597.0,Spain,True,-17.700000000000003,11,2,1.0
C574894,21843,RED RETROSPOT CAKE STAND,-2,2011-11-07 14:43:00,10.95,12597.0,Spain,True,-21.9,11,3,0.9999996797223032
C574894,22553,PLASTERS IN TIN SKULLS,-12,2011-11-07 14:43:00,1.65,12597.0,Spain,True,-19.8,11,4,1.0
C574894,22554,PLASTERS IN TIN WOODLAND ANIMALS,-12,2011-11-07 14:43:00,1.65,12597.0,Spain,True,-19.8,11,5,1.0
C574894,23661,MILK MAIDS MUG ,-12,2011-11-07 14:43:00,1.65,12597.0,Spain,True,-19.8,11,6,1.0
C574894,23458,DOLLY CABINET 3 DRAWERS ,-1,2011-11-07 14:43:00,14.95,12597.0,Spain,True,-14.95,11,7,0.9989848445444545
C574900,23131,MISTLETOE HEART WREATH CREAM,-5,2011-11-07 15:11:00,4.15,17014.0,United Kingdom,True,-20.75,11,0,1.0
C574912,23173,REGENCY TEAPOT ROSES ,-2,2011-11-07 15:51:00,8.15,13324.0,United Kingdom,True,-16.3,11,1,0.9999994598691837
